TrialId	SnippetName	ShapeName	ShapeType	ShapeNumPts	ShapePts
10	Task11CP	3	Task11CPL05	Rectangle	4	P0:(353;382) P1:(1141;382) P2:(1141;422) P3:(353;422)
10	Task11CP	3	Task11CPC06	Rectangle	4	P0:(1193;382) P1:(1876;382) P2:(1876;422) P3:(1193;422)
10	Task11CP	4	Task11CPL07	Rectangle	4	P0:(413;432) P1:(751;432) P2:(751;472) P3:(413;472)
10	Task11CP	4	Task11CPC08	Rectangle	4	P0:(893;432) P1:(1936;432) P2:(1936;472) P3:(893;472)
10	Task11CP	5	Task11CPL09	Rectangle	4	P0:(413;481) P1:(871;481) P2:(871;521) P3:(413;521)
10	Task11CP	5	Task11CPC10	Rectangle	4	P0:(893;481) P1:(2116;481) P2:(2116;521) P3:(893;521)
10	Task11CP	6	Task11CPL11	Rectangle	4	P0:(413;531) P1:(1516;531) P2:(1516;571) P3:(413;571)
10	Task11CP	6	Task11CPC12	Rectangle	4	P0:(1553;531) P1:(2266;531) P2:(2266;570) P3:(1553;570)
10	Task11CP	7	Task11CPL13	Rectangle	4	P0:(473;581) P1:(601;581) P2:(601;621) P3:(473;621)
10	Task11CP	7	Task11CPC14	Rectangle	4	P0:(653;581) P1:(1546;581) P2:(1546;620) P3:(653;620)
10	Task11CP	8	Task11CPL15	Rectangle	4	P0:(473;630) P1:(586;630) P2:(586;670) P3:(473;670)
10	Task11CP	8	Task11CPC16	Rectangle	4	P0:(653;630) P1:(1621;630) P2:(1621;669) P3:(653;669)
10	Task11CP	9	Task11CPL17	Rectangle	4	P0:(473;680) P1:(601;680) P2:(601;720) P3:(473;720)
10	Task11CP	9	Task11CPC18	Rectangle	4	P0:(653;680) P1:(1651;680) P2:(1651;719) P3:(653;719)
10	Task11CP	10	Task11CPL19	Rectangle	4	P0:(413;729) P1:(436;729) P2:(436;768) P3:(413;768)
10	Task11CP	11	Task11CPL20	Rectangle	4	P0:(353;779) P1:(376;779) P2:(376;818) P3:(353;818)
10	Task11CP	12	Task11CPL21	Rectangle	4	P0:(353;829) P1:(556;829) P2:(556;869) P3:(353;869)
10	Task11CP	12	Task11CPC22	Rectangle	4	P0:(653;829) P1:(1426;829) P2:(1426;868) P3:(653;868)
10	Task11CP	13	Task11CPL23	Rectangle	4	P0:(293;878) P1:(316;878) P2:(316;917) P3:(293;917)
10	Task11CP	14	Task11CPL24	Rectangle	4	P0:(293;977) P1:(901;977) P2:(901;1017) P3:(293;1017)
10	Task11CP	15	Task11CPL25	Rectangle	4	P0:(353;1027) P1:(691;1027) P2:(691;1067) P3:(353;1067)
10	Task11CP	16	Task11CPL26	Rectangle	4	P0:(353;1077) P1:(796;1077) P2:(796;1117) P3:(353;1117)
10	Task11CP	17	Task11CPL27	Rectangle	4	P0:(353;1126) P1:(766;1126) P2:(766;1166) P3:(353;1166)
10	Task11CP	18	Task11CPL28	Rectangle	4	P0:(293;1176) P1:(316;1176) P2:(316;1215) P3:(293;1215)
11	Task4CM	0	Task4CML00	Rectangle	4	P0:(833;144) P1:(1441;144) P2:(1441;180) P3:(833;180)
11	Task4CM	1	Task4CML01	Rectangle	4	P0:(893;191) P1:(1531;191) P2:(1531;227) P3:(893;227)
11	Task4CM	2	Task4CML02	Rectangle	4	P0:(893;238) P1:(1171;238) P2:(1171;274) P3:(893;274)
11	Task4CM	3	Task4CML03	Rectangle	4	P0:(893;285) P1:(1246;285) P2:(1246;321) P3:(893;321)
11	Task4CM	4	Task4CML04	Rectangle	4	P0:(953;332) P1:(1201;332) P2:(1201;368) P3:(953;368)
11	Task4CM	5	Task4CML05	Rectangle	4	P0:(893;379) P1:(916;379) P2:(916;414) P3:(893;414)
11	Task4CM	6	Task4CML06	Rectangle	4	P0:(893;427) P1:(1246;427) P2:(1246;463) P3:(893;463)
11	Task4CM	7	Task4CML07	Rectangle	4	P0:(953;474) P1:(1441;474) P2:(1441;510) P3:(953;510)
11	Task4CM	8	Task4CML08	Rectangle	4	P0:(1013;521) P1:(1336;521) P2:(1336;557) P3:(1013;557)
11	Task4CM	9	Task4CML09	Rectangle	4	P0:(1013;568) P1:(1351;568) P2:(1351;604) P3:(1013;604)
11	Task4CM	10	Task4CML10	Rectangle	4	P0:(1013;615) P1:(1636;615) P2:(1636;651) P3:(1013;651)
11	Task4CM	11	Task4CML11	Rectangle	4	P0:(1073;662) P1:(1276;662) P2:(1276;698) P3:(1073;698)
11	Task4CM	12	Task4CML12	Rectangle	4	P0:(1073;709) P1:(1321;709) P2:(1321;745) P3:(1073;745)
11	Task4CM	13	Task4CML13	Rectangle	4	P0:(1013;756) P1:(1036;756) P2:(1036;791) P3:(1013;791)
11	Task4CM	14	Task4CML14	Rectangle	4	P0:(1013;804) P1:(1726;804) P2:(1726;840) P3:(1013;840)
11	Task4CM	15	Task4CML15	Rectangle	4	P0:(953;851) P1:(976;851) P2:(976;886) P3:(953;886)
11	Task4CM	16	Task4CML16	Rectangle	4	P0:(893;898) P1:(916;898) P2:(916;933) P3:(893;933)
11	Task4CM	17	Task4CML17	Rectangle	4	P0:(893;945) P1:(1156;945) P2:(1156;981) P3:(893;981)
11	Task4CM	18	Task4CML18	Rectangle	4	P0:(833;992) P1:(856;992) P2:(856;1027) P3:(833;1027)
11	Task4CM	19	Task4CML19	Rectangle	4	P0:(833;1086) P1:(1441;1086) P2:(1441;1122) P3:(833;1122)
11	Task4CM	20	Task4CML20	Rectangle	4	P0:(893;1133) P1:(1501;1133) P2:(1501;1169) P3:(893;1169)
11	Task4CM	21	Task4CML21	Rectangle	4	P0:(893;1180) P1:(1321;1180) P2:(1321;1216) P3:(893;1216)
11	Task4CM	22	Task4CML22	Rectangle	4	P0:(893;1228) P1:(1306;1228) P2:(1306;1264) P3:(893;1264)
11	Task4CM	23	Task4CML23	Rectangle	4	P0:(833;1275) P1:(856;1275) P2:(856;1310) P3:(833;1310)
12	Task1CM	0	Task1CML00	Rectangle	4	P0:(946;257) P1:(1554;257) P2:(1554;297) P3:(946;297)
12	Task1CM	1	Task1CML01	Rectangle	4	P0:(1006;307) P1:(1209;307) P2:(1209;347) P3:(1006;347)
12	Task1CM	2	Task1CML02	Rectangle	4	P0:(1006;357) P1:(1449;357) P2:(1449;397) P3:(1006;397)
12	Task1CM	3	Task1CML03	Rectangle	4	P0:(1006;406) P1:(1344;406) P2:(1344;446) P3:(1006;446)
12	Task1CM	4	Task1CML04	Rectangle	4	P0:(1066;456) P1:(1614;456) P2:(1614;496) P3:(1066;496)
12	Task1CM	5	Task1CML05	Rectangle	4	P0:(1066;505) P1:(1584;505) P2:(1584;545) P3:(1066;545)
12	Task1CM	6	Task1CML06	Rectangle	4	P0:(1126;555) P1:(1359;555) P2:(1359;595) P3:(1126;595)
12	Task1CM	7	Task1CML07	Rectangle	4	P0:(1066;605) P1:(1194;605) P2:(1194;644) P3:(1066;644)
12	Task1CM	8	Task1CML08	Rectangle	4	P0:(1126;654) P1:(1314;654) P2:(1314;694) P3:(1126;694)
12	Task1CM	9	Task1CML09	Rectangle	4	P0:(1066;704) P1:(1089;704) P2:(1089;743) P3:(1066;743)
12	Task1CM	10	Task1CML10	Rectangle	4	P0:(1006;753) P1:(1029;753) P2:(1029;792) P3:(1006;792)
12	Task1CM	11	Task1CML11	Rectangle	4	P0:(1006;803) P1:(1194;803) P2:(1194;843) P3:(1006;843)
12	Task1CM	12	Task1CML12	Rectangle	4	P0:(946;853) P1:(969;853) P2:(969;892) P3:(946;892)
12	Task1CM	13	Task1CML13	Rectangle	4	P0:(946;952) P1:(1554;952) P2:(1554;992) P3:(946;992)
12	Task1CM	14	Task1CML14	Rectangle	4	P0:(1006;1001) P1:(1554;1001) P2:(1554;1041) P3:(1006;1041)
12	Task1CM	15	Task1CML15	Rectangle	4	P0:(1006;1051) P1:(1434;1051) P2:(1434;1091) P3:(1006;1091)
12	Task1CM	16	Task1CML16	Rectangle	4	P0:(1006;1101) P1:(1419;1101) P2:(1419;1141) P3:(1006;1141)
12	Task1CM	17	Task1CML17	Rectangle	4	P0:(946;1150) P1:(969;1150) P2:(969;1189) P3:(946;1189)
