TrialId	SnippetName	ShapeName	ShapeType	ShapeNumPts	ShapePts
9	Task12CM	11	Task12CML11	Rectangle	4	P0:(871;901) P1:(1254;901) P2:(1254;941) P3:(871;941)
9	Task12CM	12	Task12CML12	Rectangle	4	P0:(871;950) P1:(1254;950) P2:(1254;990) P3:(871;990)
9	Task12CM	13	Task12CML13	Rectangle	4	P0:(871;1000) P1:(1509;1000) P2:(1509;1040) P3:(871;1040)
9	Task12CM	14	Task12CML14	Rectangle	4	P0:(871;1049) P1:(1284;1049) P2:(1284;1089) P3:(871;1089)
9	Task12CM	15	Task12CML15	Rectangle	4	P0:(811;1099) P1:(834;1099) P2:(834;1138) P3:(811;1138)
10	Task8CM	0	Task8CML00	Rectangle	4	P0:(976;257) P1:(1554;257) P2:(1554;297) P3:(976;297)
10	Task8CM	1	Task8CML01	Rectangle	4	P0:(1036;307) P1:(1299;307) P2:(1299;347) P3:(1036;347)
10	Task8CM	2	Task8CML02	Rectangle	4	P0:(1096;357) P1:(1299;357) P2:(1299;397) P3:(1096;397)
10	Task8CM	3	Task8CML03	Rectangle	4	P0:(1036;406) P1:(1059;406) P2:(1059;445) P3:(1036;445)
10	Task8CM	4	Task8CML04	Rectangle	4	P0:(1036;456) P1:(1239;456) P2:(1239;496) P3:(1036;496)
10	Task8CM	5	Task8CML05	Rectangle	4	P0:(1036;505) P1:(1284;505) P2:(1284;545) P3:(1036;545)
10	Task8CM	6	Task8CML06	Rectangle	4	P0:(1036;555) P1:(1554;555) P2:(1554;595) P3:(1036;595)
10	Task8CM	7	Task8CML07	Rectangle	4	P0:(1096;605) P1:(1494;605) P2:(1494;645) P3:(1096;645)
10	Task8CM	8	Task8CML08	Rectangle	4	P0:(1096;654) P1:(1329;654) P2:(1329;694) P3:(1096;694)
10	Task8CM	9	Task8CML09	Rectangle	4	P0:(1096;704) P1:(1329;704) P2:(1329;744) P3:(1096;744)
10	Task8CM	10	Task8CML10	Rectangle	4	P0:(1036;753) P1:(1059;753) P2:(1059;792) P3:(1036;792)
10	Task8CM	11	Task8CML11	Rectangle	4	P0:(1036;803) P1:(1269;803) P2:(1269;843) P3:(1036;843)
10	Task8CM	12	Task8CML12	Rectangle	4	P0:(976;853) P1:(999;853) P2:(999;892) P3:(976;892)
10	Task8CM	13	Task8CML13	Rectangle	4	P0:(976;952) P1:(1584;952) P2:(1584;992) P3:(976;992)
10	Task8CM	14	Task8CML14	Rectangle	4	P0:(1036;1001) P1:(1254;1001) P2:(1254;1041) P3:(1036;1041)
10	Task8CM	15	Task8CML15	Rectangle	4	P0:(1036;1051) P1:(1464;1051) P2:(1464;1091) P3:(1036;1091)
10	Task8CM	16	Task8CML16	Rectangle	4	P0:(1036;1101) P1:(1449;1101) P2:(1449;1141) P3:(1036;1141)
10	Task8CM	17	Task8CML17	Rectangle	4	P0:(976;1150) P1:(999;1150) P2:(999;1189) P3:(976;1189)
11	Task6CP	0	Task6CPL00	Rectangle	4	P0:(443;161) P1:(1051;161) P2:(1051;201) P3:(443;201)
11	Task6CP	1	Task6CPL01	Rectangle	4	P0:(503;211) P1:(826;211) P2:(826;251) P3:(503;251)
11	Task6CP	1	Task6CPC02	Rectangle	4	P0:(1043;211) P1:(1471;211) P2:(1471;250) P3:(1043;250)
11	Task6CP	2	Task6CPL03	Rectangle	4	P0:(503;260) P1:(781;260) P2:(781;300) P3:(503;300)
11	Task6CP	2	Task6CPC04	Rectangle	4	P0:(1043;260) P1:(1576;260) P2:(1576;299) P3:(1043;299)
11	Task6CP	3	Task6CPL05	Rectangle	4	P0:(503;310) P1:(841;310) P2:(841;350) P3:(503;350)
11	Task6CP	3	Task6CPC06	Rectangle	4	P0:(1043;310) P1:(2026;310) P2:(2026;349) P3:(1043;349)
11	Task6CP	4	Task6CPL07	Rectangle	4	P0:(503;360) P1:(946;360) P2:(946;400) P3:(503;400)
11	Task6CP	4	Task6CPC08	Rectangle	4	P0:(1043;360) P1:(1756;360) P2:(1756;399) P3:(1043;399)
11	Task6CP	5	Task6CPL09	Rectangle	4	P0:(563;409) P1:(721;409) P2:(721;449) P3:(563;449)
11	Task6CP	5	Task6CPC10	Rectangle	4	P0:(1043;409) P1:(1771;409) P2:(1771;448) P3:(1043;448)
11	Task6CP	6	Task6CPL11	Rectangle	4	P0:(563;459) P1:(1006;459) P2:(1006;499) P3:(563;499)
11	Task6CP	6	Task6CPC12	Rectangle	4	P0:(1043;459) P1:(1876;459) P2:(1876;498) P3:(1043;498)
11	Task6CP	7	Task6CPL13	Rectangle	4	P0:(623;509) P1:(1021;509) P2:(1021;549) P3:(623;549)
11	Task6CP	7	Task6CPC14	Rectangle	4	P0:(1043;509) P1:(2116;509) P2:(2116;548) P3:(1043;548)
11	Task6CP	8	Task6CPL15	Rectangle	4	P0:(683;558) P1:(1216;558) P2:(1216;598) P3:(683;598)
11	Task6CP	8	Task6CPC16	Rectangle	4	P0:(1238;558) P1:(2026;558) P2:(2026;597) P3:(1238;597)
11	Task6CP	9	Task6CPL17	Rectangle	4	P0:(623;608) P1:(646;608) P2:(646;647) P3:(623;647)
11	Task6CP	10	Task6CPL18	Rectangle	4	P0:(563;657) P1:(586;657) P2:(586;696) P3:(563;696)
11	Task6CP	11	Task6CPL19	Rectangle	4	P0:(503;707) P1:(526;707) P2:(526;746) P3:(503;746)
11	Task6CP	12	Task6CPL20	Rectangle	4	P0:(503;757) P1:(856;757) P2:(856;797) P3:(503;797)
11	Task6CP	13	Task6CPL21	Rectangle	4	P0:(563;806) P1:(1171;806) P2:(1171;846) P3:(563;846)
11	Task6CP	13	Task6CPC22	Rectangle	4	P0:(1193;806) P1:(1816;806) P2:(1816;845) P3:(1193;845)
11	Task6CP	14	Task6CPL23	Rectangle	4	P0:(503;856) P1:(526;856) P2:(526;895) P3:(503;895)
11	Task6CP	15	Task6CPL24	Rectangle	4	P0:(503;905) P1:(766;905) P2:(766;945) P3:(503;945)
11	Task6CP	15	Task6CPC25	Rectangle	4	P0:(1193;905) P1:(1621;905) P2:(1621;944) P3:(1193;944)
11	Task6CP	16	Task6CPL26	Rectangle	4	P0:(443;955) P1:(466;955) P2:(466;994) P3:(443;994)
11	Task6CP	17	Task6CPL27	Rectangle	4	P0:(443;1054) P1:(1051;1054) P2:(1051;1094) P3:(443;1094)
11	Task6CP	18	Task6CPL28	Rectangle	4	P0:(503;1104) P1:(1156;1104) P2:(1156;1144) P3:(503;1144)
11	Task6CP	19	Task6CPL29	Rectangle	4	P0:(503;1153) P1:(931;1153) P2:(931;1193) P3:(503;1193)
11	Task6CP	20	Task6CPL30	Rectangle	4	P0:(503;1203) P1:(916;1203) P2:(916;1243) P3:(503;1243)
11	Task6CP	21	Task6CPL31	Rectangle	4	P0:(443;1252) P1:(466;1252) P2:(466;1291) P3:(443;1291)
12	Task3CP	0	Task3CPL00	Rectangle	4	P0:(428;209) P1:(1036;209) P2:(1036;249) P3:(428;249)
12	Task3CP	1	Task3CPL01	Rectangle	4	P0:(488;259) P1:(766;259) P2:(766;299) P3:(488;299)
12	Task3CP	1	Task3CPC02	Rectangle	4	P0:(983;259) P1:(1816;259) P2:(1816;298) P3:(983;298)
12	Task3CP	2	Task3CPL03	Rectangle	4	P0:(488;308) P1:(676;308) P2:(676;348) P3:(488;348)
12	Task3CP	2	Task3CPC04	Rectangle	4	P0:(983;308) P1:(1876;308) P2:(1876;347) P3:(983;347)
12	Task3CP	3	Task3CPL05	Rectangle	4	P0:(488;358) P1:(1261;358) P2:(1261;398) P3:(488;398)
12	Task3CP	3	Task3CPC06	Rectangle	4	P0:(1283;358) P1:(2131;358) P2:(2131;398) P3:(1283;398)
12	Task3CP	4	Task3CPL07	Rectangle	4	P0:(488;408) P1:(1096;408) P2:(1096;448) P3:(488;448)
12	Task3CP	4	Task3CPC08	Rectangle	4	P0:(1118;408) P1:(1636;408) P2:(1636;447) P3:(1118;447)
12	Task3CP	5	Task3CPL09	Rectangle	4	P0:(548;457) P1:(796;457) P2:(796;497) P3:(548;497)
12	Task3CP	5	Task3CPC10	Rectangle	4	P0:(1118;457) P1:(2101;457) P2:(2101;497) P3:(1118;497)
12	Task3CP	6	Task3CPC11	Rectangle	4	P0:(1118;507) P1:(2026;507) P2:(2026;543) P3:(1118;543)
12	Task3CP	7	Task3CPL12	Rectangle	4	P0:(548;557) P1:(1006;557) P2:(1006;597) P3:(548;597)
12	Task3CP	7	Task3CPC13	Rectangle	4	P0:(1118;557) P1:(1786;557) P2:(1786;596) P3:(1118;596)
12	Task3CP	8	Task3CPL14	Rectangle	4	P0:(608;606) P1:(1411;606) P2:(1411;646) P3:(608;646)
12	Task3CP	8	Task3CPC15	Rectangle	4	P0:(1433;606) P1:(2056;606) P2:(2056;645) P3:(1433;645)
12	Task3CP	9	Task3CPL16	Rectangle	4	P0:(548;656) P1:(676;656) P2:(676;695) P3:(548;695)
12	Task3CP	10	Task3CPL17	Rectangle	4	P0:(608;705) P1:(901;705) P2:(901;745) P3:(608;745)
12	Task3CP	10	Task3CPC18	Rectangle	4	P0:(1118;705) P1:(2041;705) P2:(2041;745) P3:(1118;745)
12	Task3CP	11	Task3CPL19	Rectangle	4	P0:(548;755) P1:(571;755) P2:(571;794) P3:(548;794)
12	Task3CP	12	Task3CPL20	Rectangle	4	P0:(488;805) P1:(511;805) P2:(511;844) P3:(488;844)
12	Task3CP	13	Task3CPL21	Rectangle	4	P0:(488;854) P1:(751;854) P2:(751;894) P3:(488;894)
12	Task3CP	13	Task3CPC22	Rectangle	4	P0:(788;854) P1:(1456;854) P2:(1456;893) P3:(788;893)
12	Task3CP	14	Task3CPL23	Rectangle	4	P0:(428;904) P1:(451;904) P2:(451;943) P3:(428;943)
12	Task3CP	15	Task3CPL24	Rectangle	4	P0:(428;1003) P1:(1036;1003) P2:(1036;1043) P3:(428;1043)
12	Task3CP	16	Task3CPL25	Rectangle	4	P0:(488;1053) P1:(1156;1053) P2:(1156;1093) P3:(488;1093)
12	Task3CP	17	Task3CPL26	Rectangle	4	P0:(488;1102) P1:(916;1102) P2:(916;1142) P3:(488;1142)
12	Task3CP	18	Task3CPL27	Rectangle	4	P0:(488;1152) P1:(901;1152) P2:(901;1192) P3:(488;1192)
12	Task3CP	19	Task3CPL28	Rectangle	4	P0:(428;1201) P1:(451;1201) P2:(451;1240) P3:(428;1240)
