Participant,Task,Type,Story_CodeFirst_Naive,Exec_CodeFirst_Naive,Story_CodeFirst_Dynamic,Story_CodeFirst_Dynamic_Reps,Exec_CodeFirst_Dynamic,Exec_CodeFirst_Dynamic_Reps,Story_CommentFirst_Naive,Exec_CommentFirst_Naive,Story_CommentFirst_Dynamic,Story_CommentFirst_Dynamic_Reps,Exec_CommentFirst_Dynamic,Exec_CommentFirst_Dynamic_Reps,Story_CodeOnly_Naive,Exec_CodeOnly_Naive,Story_CodeOnly_Dynamic,Story_CodeOnly_Dynamic_Reps,Exec_CodeOnly_Dynamic,Exec_CodeOnly_Dynamic_Reps,Story_Global_Naive,Exec_Global_Naive,Story_Global_Dynamic,Story_Global_Dynamic_Reps,Exec_Global_Dynamic,Exec_Global_Dynamic_Reps,ReadingOrder_AOI,ReadingOrder_Line
66b337a9,Task9CP,CP,-127,-36,-77,5,-36,1,-127,-41,-77,5,-41,1,-141,-31,-72,10,-20,2,-125,-10,-55,11,11,2,"[10, 0, 1, 0, 1, 0, 3, 1, 19, 20, 19, 5, 0, 1, 0, 2, 0, 1, 0, 2, 0, 16, 2, 1, 0, 1, 3, 1, 2, 4, 1, 0, 1, 2, 4, 2, 3, 0, 3, 11, 10, 8, 19, 8, 6, 3, 1, 0, 8, 6, 5, 11, 13, 11, 10, 14, 3, 5, 3, 16, 3, 10, 6, 3, 6, 5, 3, 5, 3, 5, 7, 5, 3, 0, 1, 0, 1, 2, 1, 0, 6, 5, 6, 5, 1, 10, 6, 7, 3, 8, 5, 11, 9, 5, 3, 9, 8, 9, 7, 6, 9, 5, 6, 5, 10, 8, 9, 3, 0, 1, 9, 10, 9, 8, 9, 7, 9, 8, 6, 8, 7, 10, 8, 9, 8, 6, 5, 10, 11, 10, 11, 10, 8, 10, 9, 10, 8, 13, 8, 5, 3, 1, 3, 6, 5, 6, 5, 3, 5, 3, 5, 8, 10, 6, 5, 3, 5, 4, 2, 9, 8, 10, 8, 7, 0, 19, 5, 3, 1, 3, 5, 3]","[6, 0, 1, 0, 1, 0, 2, 1, 13, 14, 13, 3, 0, 1, 0, 1, 0, 1, 0, 1, 0, 11, 1, 0, 1, 2, 1, 2, 1, 0, 1, 2, 1, 2, 0, 2, 7, 6, 5, 13, 5, 4, 2, 1, 0, 5, 4, 3, 7, 8, 7, 6, 9, 2, 3, 2, 11, 2, 6, 4, 2, 4, 3, 2, 3, 2, 3, 4, 3, 2, 0, 1, 0, 1, 0, 4, 3, 4, 3, 1, 6, 4, 2, 5, 3, 7, 5, 3, 2, 5, 4, 5, 3, 4, 3, 6, 5, 2, 0, 1, 5, 6, 5, 4, 5, 4, 5, 4, 6, 5, 4, 3, 6, 7, 6, 7, 6, 5, 6, 5, 6, 5, 8, 5, 3, 2, 1, 2, 4, 3, 4, 3, 2, 3, 2, 3, 5, 6, 4, 3, 2, 3, 2, 1, 5, 6, 5, 4, 0, 13, 3, 2, 1, 2, 3, 2]"
