SnippetName,AOIMap,StoryOrderCodeFirst,StoryOrderCommentFirst,StoryOrderCodeOnly,ExecutionOrderCodeFirst,ExecutionOrderCommentFirst,ExecutionOrderCodeOnly,StoryOrderGlobal,ExecutionOrderGlobal
Task1CM,"{'Task1CML00': [946.0, 257.0, 1554.0, 297.0, 0], 'Task1CML01': [1006.0, 307.0, 1209.0, 347.0, 1], 'Task1CML02': [1006.0, 357.0, 1449.0, 397.0, 2], 'Task1CML03': [1006.0, 406.0, 1344.0, 446.0, 3], 'Task1CML04': [1066.0, 456.0, 1614.0, 496.0, 4], 'Task1CML05': [1066.0, 505.0, 1584.0, 545.0, 5], 'Task1CML06': [1126.0, 555.0, 1359.0, 595.0, 6], 'Task1CML07': [1066.0, 605.0, 1194.0, 644.0, 7], 'Task1CML08': [1126.0, 654.0, 1314.0, 694.0, 8], 'Task1CML09': [1066.0, 704.0, 1089.0, 743.0, 9], 'Task1CML10': [1006.0, 753.0, 1029.0, 792.0, 10], 'Task1CML11': [1006.0, 803.0, 1194.0, 843.0, 11], 'Task1CML12': [946.0, 853.0, 969.0, 892.0, 12], 'Task1CML13': [946.0, 952.0, 1554.0, 992.0, 13], 'Task1CML14': [1006.0, 1001.0, 1554.0, 1041.0, 14], 'Task1CML15': [1006.0, 1051.0, 1434.0, 1091.0, 15], 'Task1CML16': [1006.0, 1101.0, 1419.0, 1141.0, 16], 'Task1CML17': [946.0, 1150.0, 969.0, 1189.0, 17]}",[],[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 13, 14, 15, 16, 17]",[],[],"[13, 14, 15, 0, 1, 2, 3, 4, 5, 6, 10, 3, 4, 5, 8, 10, 3, 4, 5, 6, 10, 3, 11, 15, 16, 17]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 13, 14, 15, 16, 17]","[13, 14, 15, 0, 1, 2, 3, 4, 5, 6, 10, 3, 4, 5, 8, 10, 3, 4, 5, 6, 10, 3, 11, 15, 16, 17]"
Task1CP,"{'Task1CPL00': [421.0, 257.0, 1029.0, 297.0, 0], 'Task1CPL01': [481.0, 307.0, 684.0, 347.0, 1], 'Task1CPC02': [1006.0, 307.0, 1734.0, 346.0, 1], 'Task1CPL03': [481.0, 357.0, 924.0, 397.0, 2], 'Task1CPC04': [1006.0, 357.0, 1749.0, 396.0, 2], 'Task1CPL05': [481.0, 406.0, 819.0, 446.0, 3], 'Task1CPL06': [541.0, 456.0, 1089.0, 496.0, 4], 'Task1CPC07': [1141.0, 456.0, 1809.0, 492.0, 4], 'Task1CPL08': [541.0, 505.0, 1059.0, 545.0, 5], 'Task1CPC09': [1141.0, 505.0, 2139.0, 545.0, 5], 'Task1CPL10': [601.0, 555.0, 834.0, 595.0, 6], 'Task1CPC11': [1141.0, 555.0, 1794.0, 594.0, 6], 'Task1CPL12': [541.0, 605.0, 669.0, 644.0, 7], 'Task1CPL13': [601.0, 654.0, 789.0, 694.0, 8], 'Task1CPC14': [1141.0, 654.0, 1644.0, 693.0, 8], 'Task1CPL15': [541.0, 704.0, 564.0, 743.0, 9], 'Task1CPL16': [481.0, 753.0, 504.0, 792.0, 10], 'Task1CPL17': [481.0, 803.0, 669.0, 843.0, 11], 'Task1CPC18': [721.0, 803.0, 1239.0, 839.0, 11], 'Task1CPL19': [421.0, 853.0, 444.0, 892.0, 12], 'Task1CPL20': [421.0, 952.0, 1029.0, 992.0, 13], 'Task1CPL21': [481.0, 1001.0, 1029.0, 1041.0, 14], 'Task1CPL22': [481.0, 1051.0, 909.0, 1091.0, 15], 'Task1CPL23': [481.0, 1101.0, 894.0, 1141.0, 16], 'Task1CPL24': [421.0, 1150.0, 444.0, 1189.0, 17]}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 20, 21, 22, 23, 24]","[0, 2, 1, 4, 3, 5, 7, 6, 9, 8, 11, 10, 12, 14, 13, 18, 17, 20, 21, 22, 23, 24]","[0, 1, 3, 5, 6, 8, 10, 12, 13, 17, 20, 21, 22, 23, 24]","[20, 21, 22, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16, 5, 6, 7, 8, 9, 13, 14, 16, 5, 6, 7, 8, 9, 10, 11, 16, 5, 17, 18, 22, 23, 24]","[20, 21, 22, 0, 2, 1, 4, 3, 5, 7, 6, 9, 8, 11, 10, 16, 5, 7, 6, 9, 8, 14, 13, 16, 5, 7, 6, 9, 8, 11, 10, 16, 5, 18, 17, 22, 23, 24]","[20, 21, 22, 0, 1, 3, 5, 6, 8, 10, 16, 5, 6, 8, 13, 16, 5, 6, 8, 10, 16, 5, 17, 22, 23, 24]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 13, 14, 15, 16, 17]","[13, 14, 15, 0, 1, 2, 3, 4, 5, 6, 10, 3, 4, 5, 8, 10, 3, 4, 5, 6, 10, 3, 11, 15, 16, 17]"
Task2CM,"{'Task2CML00': [811.0, 233.0, 1749.0, 273.0, 0], 'Task2CML01': [871.0, 283.0, 1464.0, 323.0, 1], 'Task2CML02': [871.0, 333.0, 1494.0, 373.0, 2], 'Task2CML03': [871.0, 382.0, 1224.0, 422.0, 3], 'Task2CML04': [931.0, 432.0, 1299.0, 472.0, 4], 'Task2CML05': [991.0, 481.0, 1374.0, 521.0, 5], 'Task2CML06': [991.0, 531.0, 1239.0, 571.0, 6], 'Task2CML07': [991.0, 581.0, 1209.0, 621.0, 7], 'Task2CML08': [931.0, 630.0, 954.0, 669.0, 8], 'Task2CML09': [931.0, 680.0, 1269.0, 720.0, 9], 'Task2CML10': [871.0, 729.0, 894.0, 768.0, 10], 'Task2CML11': [871.0, 779.0, 1089.0, 819.0, 11], 'Task2CML12': [811.0, 829.0, 834.0, 868.0, 12], 'Task2CML13': [811.0, 928.0, 1419.0, 968.0, 13], 'Task2CML14': [871.0, 977.0, 1419.0, 1017.0, 14], 'Task2CML15': [871.0, 1027.0, 1119.0, 1067.0, 15], 'Task2CML16': [871.0, 1077.0, 1569.0, 1117.0, 16], 'Task2CML17': [871.0, 1126.0, 1284.0, 1166.0, 17], 'Task2CML18': [811.0, 1176.0, 834.0, 1215.0, 18]}",[],[],"[0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 15, 16, 17, 18]",[],[],"[13, 14, 15, 16, 0, 1, 2, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 5, 6, 7, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 15, 16, 17, 18]","[13, 14, 15, 16, 0, 1, 2, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 5, 6, 7, 16, 17, 18]"
Task2CP,"{'Task2CPL00': [451.0, 233.0, 1389.0, 273.0, 0], 'Task2CPL01': [511.0, 283.0, 1104.0, 323.0, 1], 'Task2CPC02': [1186.0, 283.0, 1674.0, 322.0, 1], 'Task2CPL03': [511.0, 333.0, 1134.0, 373.0, 2], 'Task2CPC04': [1186.0, 333.0, 1554.0, 372.0, 2], 'Task2CPL05': [511.0, 382.0, 864.0, 422.0, 3], 'Task2CPC06': [1186.0, 382.0, 1614.0, 421.0, 3], 'Task2CPL07': [571.0, 432.0, 939.0, 472.0, 4], 'Task2CPC08': [1186.0, 432.0, 2109.0, 471.0, 4], 'Task2CPL09': [631.0, 481.0, 1014.0, 521.0, 5], 'Task2CPC10': [1186.0, 481.0, 1824.0, 520.0, 5], 'Task2CPL11': [631.0, 531.0, 879.0, 571.0, 6], 'Task2CPC12': [1186.0, 531.0, 1839.0, 570.0, 6], 'Task2CPL13': [631.0, 581.0, 849.0, 621.0, 7], 'Task2CPL14': [571.0, 630.0, 594.0, 669.0, 8], 'Task2CPL15': [571.0, 680.0, 909.0, 720.0, 9], 'Task2CPC16': [1186.0, 680.0, 2004.0, 719.0, 9], 'Task2CPL17': [511.0, 729.0, 534.0, 768.0, 10], 'Task2CPL18': [511.0, 779.0, 729.0, 819.0, 11], 'Task2CPC19': [1186.0, 779.0, 1869.0, 818.0, 11], 'Task2CPL20': [451.0, 829.0, 474.0, 868.0, 12], 'Task2CPL21': [451.0, 928.0, 1059.0, 968.0, 13], 'Task2CPL22': [511.0, 977.0, 1059.0, 1017.0, 14], 'Task2CPL23': [511.0, 1027.0, 759.0, 1067.0, 15], 'Task2CPL24': [511.0, 1077.0, 1209.0, 1117.0, 16], 'Task2CPL25': [511.0, 1126.0, 924.0, 1166.0, 17], 'Task2CPL26': [451.0, 1176.0, 474.0, 1215.0, 18]}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 25, 26]","[0, 2, 1, 4, 3, 6, 5, 8, 7, 10, 9, 12, 11, 13, 16, 15, 19, 18, 21, 22, 23, 24, 25, 26]","[0, 1, 3, 5, 7, 9, 11, 13, 15, 18, 21, 22, 23, 24, 25, 26]","[21, 22, 23, 24, 0, 1, 2, 3, 4, 5, 6, 7, 8, 15, 16, 5, 6, 7, 8, 15, 16, 5, 6, 7, 8, 15, 16, 5, 6, 7, 8, 15, 16, 5, 6, 7, 8, 15, 16, 5, 6, 7, 8, 9, 10, 11, 12, 13, 24, 25, 26]","[21, 22, 23, 24, 0, 2, 1, 4, 3, 6, 5, 8, 7, 16, 15, 6, 5, 8, 7, 16, 15, 6, 5, 8, 7, 16, 15, 6, 5, 8, 7, 16, 15, 6, 5, 8, 7, 16, 15, 6, 5, 8, 7, 10, 9, 12, 11, 13, 24, 25, 26]","[21, 22, 23, 24, 0, 1, 3, 5, 7, 15, 5, 7, 15, 5, 7, 15, 5, 7, 15, 5, 7, 15, 5, 7, 9, 11, 13, 24, 25, 26]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 15, 16, 17, 18]","[13, 14, 15, 16, 0, 1, 2, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 9, 3, 4, 5, 6, 7, 16, 17, 18]"
Task3CM,"{'Task3CML00': [788.0, 233.0, 1396.0, 273.0, 0], 'Task3CML01': [848.0, 283.0, 1126.0, 323.0, 1], 'Task3CML02': [848.0, 333.0, 1036.0, 373.0, 2], 'Task3CML03': [848.0, 382.0, 1621.0, 422.0, 3], 'Task3CML04': [848.0, 432.0, 1456.0, 472.0, 4], 'Task3CML05': [908.0, 481.0, 1156.0, 521.0, 5], 'Task3CML06': [908.0, 531.0, 1366.0, 571.0, 6], 'Task3CML07': [968.0, 581.0, 1771.0, 621.0, 7], 'Task3CML08': [908.0, 630.0, 1036.0, 669.0, 8], 'Task3CML09': [968.0, 680.0, 1261.0, 720.0, 9], 'Task3CML10': [908.0, 729.0, 931.0, 768.0, 10], 'Task3CML11': [848.0, 779.0, 871.0, 818.0, 11], 'Task3CML12': [848.0, 829.0, 1111.0, 869.0, 12], 'Task3CML13': [788.0, 878.0, 811.0, 917.0, 13], 'Task3CML14': [788.0, 977.0, 1396.0, 1017.0, 14], 'Task3CML15': [848.0, 1027.0, 1516.0, 1067.0, 15], 'Task3CML16': [848.0, 1077.0, 1276.0, 1117.0, 16], 'Task3CML17': [848.0, 1126.0, 1261.0, 1166.0, 17], 'Task3CML18': [788.0, 1176.0, 811.0, 1215.0, 18]}",[],[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 15, 16, 17, 18]",[],[],"[14, 15, 16, 0, 1, 2, 3, 4, 5, 6, 9, 4, 5, 6, 9, 4, 5, 6, 7, 4, 5, 6, 9, 4, 5, 6, 9, 4, 5, 6, 7, 4, 5, 6, 9, 4, 5, 6, 9, 4, 12, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 15, 16, 17, 18]","[14, 15, 16, 0, 1, 2, 3, 4, 5, 6, 9, 4, 5, 6, 9, 4, 5, 6, 7, 4, 5, 6, 9, 4, 5, 6, 9, 4, 5, 6, 7, 4, 5, 6, 9, 4, 5, 6, 9, 4, 12, 16, 17, 18]"
Task3CP,"{'Task3CPL00': [428.0, 209.0, 1036.0, 249.0, 0], 'Task3CPL01': [488.0, 259.0, 766.0, 299.0, 1], 'Task3CPC02': [983.0, 259.0, 1816.0, 298.0, 1], 'Task3CPL03': [488.0, 308.0, 676.0, 348.0, 2], 'Task3CPC04': [983.0, 308.0, 1876.0, 347.0, 2], 'Task3CPL05': [488.0, 358.0, 1261.0, 398.0, 3], 'Task3CPC06': [1283.0, 358.0, 2131.0, 398.0, 3], 'Task3CPL07': [488.0, 408.0, 1096.0, 448.0, 4], 'Task3CPC08': [1118.0, 408.0, 1636.0, 447.0, 4], 'Task3CPL09': [548.0, 457.0, 796.0, 497.0, 5], 'Task3CPC10': [1118.0, 457.0, 2101.0, 497.0, 5], 'Task3CPC11': [1118.0, 507.0, 2026.0, 543.0, 6], 'Task3CPL12': [548.0, 557.0, 1006.0, 597.0, 7], 'Task3CPC13': [1118.0, 557.0, 1786.0, 596.0, 7], 'Task3CPL14': [608.0, 606.0, 1411.0, 646.0, 8], 'Task3CPC15': [1433.0, 606.0, 2056.0, 645.0, 8], 'Task3CPL16': [548.0, 656.0, 676.0, 695.0, 9], 'Task3CPL17': [608.0, 705.0, 901.0, 745.0, 10], 'Task3CPC18': [1118.0, 705.0, 2041.0, 745.0, 10], 'Task3CPL19': [548.0, 755.0, 571.0, 794.0, 11], 'Task3CPL20': [488.0, 805.0, 511.0, 844.0, 12], 'Task3CPL21': [488.0, 854.0, 751.0, 894.0, 13], 'Task3CPC22': [788.0, 854.0, 1456.0, 893.0, 13], 'Task3CPL23': [428.0, 904.0, 451.0, 943.0, 14], 'Task3CPL24': [428.0, 1003.0, 1036.0, 1043.0, 15], 'Task3CPL25': [488.0, 1053.0, 1156.0, 1093.0, 16], 'Task3CPL26': [488.0, 1102.0, 916.0, 1142.0, 17], 'Task3CPL27': [488.0, 1152.0, 901.0, 1192.0, 18], 'Task3CPL28': [428.0, 1201.0, 451.0, 1240.0, 19]}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 27, 28]","[0, 2, 1, 4, 3, 6, 5, 8, 7, 10, 9, 11, 13, 12, 15, 14, 16, 18, 17, 22, 21, 24, 25, 26, 27, 28]","[0, 1, 3, 5, 7, 9, 12, 14, 16, 17, 21, 24, 25, 26, 27, 28]","[23, 24, 25, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16, 7, 8, 9, 10, 11, 16, 7, 8, 9, 10, 11, 12, 13, 7, 8, 9, 10, 11, 16, 7, 8, 9, 10, 11, 16, 7, 8, 9, 10, 11, 12, 13, 7, 8, 9, 10, 11, 16, 7, 8, 9, 10, 11, 16, 7, 8, 20, 25, 26, 27]","[23, 24, 25, 0, 2, 1, 4, 3, 6, 5, 8, 7, 10, 9, 11, 16, 8, 7, 10, 9, 11, 16, 8, 7, 10, 9, 11, 13, 12, 8, 7, 10, 9, 11, 16, 8, 7, 10, 9, 11, 16, 8, 7, 10, 9, 11, 13, 12, 8, 7, 10, 9, 11, 16, 8, 7, 10, 9, 11, 16, 8, 7, 20, 25, 26, 27]","[23, 24, 25, 0, 1, 3, 5, 7, 9, 16, 7, 9, 16, 7, 9, 12, 7, 9, 16, 7, 9, 16, 7, 9, 12, 7, 9, 16, 7, 9, 16, 7, 20, 25, 26, 27]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 15, 16, 17, 18, 19]","[14, 15, 16, 0, 1, 2, 3, 4, 5, 6, 9, 4, 5, 6, 9, 4, 5, 6, 7, 4, 5, 6, 9, 4, 5, 6, 9, 4, 5, 6, 7, 4, 5, 6, 9, 4, 5, 6, 9, 4, 12, 16, 17, 18]"
Task4CM,"{'Task4CML00': [833.0, 144.0, 1441.0, 180.0, 0], 'Task4CML01': [893.0, 191.0, 1531.0, 227.0, 1], 'Task4CML02': [893.0, 238.0, 1171.0, 274.0, 2], 'Task4CML03': [893.0, 285.0, 1246.0, 321.0, 3], 'Task4CML04': [953.0, 332.0, 1201.0, 368.0, 4], 'Task4CML05': [893.0, 379.0, 916.0, 414.0, 5], 'Task4CML06': [893.0, 427.0, 1246.0, 463.0, 6], 'Task4CML07': [953.0, 474.0, 1441.0, 510.0, 7], 'Task4CML08': [1013.0, 521.0, 1336.0, 557.0, 8], 'Task4CML09': [1013.0, 568.0, 1351.0, 604.0, 9], 'Task4CML10': [1013.0, 615.0, 1636.0, 651.0, 10], 'Task4CML11': [1073.0, 662.0, 1276.0, 698.0, 11], 'Task4CML12': [1073.0, 709.0, 1321.0, 745.0, 12], 'Task4CML13': [1013.0, 756.0, 1036.0, 791.0, 13], 'Task4CML14': [1013.0, 804.0, 1726.0, 840.0, 14], 'Task4CML15': [953.0, 851.0, 976.0, 886.0, 15], 'Task4CML16': [893.0, 898.0, 916.0, 933.0, 16], 'Task4CML17': [893.0, 945.0, 1156.0, 981.0, 17], 'Task4CML18': [833.0, 992.0, 856.0, 1027.0, 18], 'Task4CML19': [833.0, 1086.0, 1441.0, 1122.0, 19], 'Task4CML20': [893.0, 1133.0, 1501.0, 1169.0, 20], 'Task4CML21': [893.0, 1180.0, 1321.0, 1216.0, 21], 'Task4CML22': [893.0, 1228.0, 1306.0, 1264.0, 22], 'Task4CML23': [833.0, 1275.0, 856.0, 1310.0, 23]}",[],[],"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 17, 19, 20, 21, 22, 23]",[],[],"[19, 20, 21, 0, 1, 2, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 6, 7, 8, 9, 10, 14, 6, 7, 6, 7, 8, 9, 10, 14, 6, 7, 8, 9, 10, 11, 12, 10, 11, 12, 10, 11, 12, 10, 11, 12, 10, 14, 6, 7, 6, 7, 6, 7, 6, 17, 21, 22, 23]","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 17, 19, 20, 21, 22, 23]","[19, 20, 21, 0, 1, 2, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 6, 7, 8, 9, 10, 14, 6, 7, 6, 7, 8, 9, 10, 14, 6, 7, 8, 9, 10, 11, 12, 10, 11, 12, 10, 11, 12, 10, 11, 12, 10, 14, 6, 7, 6, 7, 6, 7, 6, 17, 21, 22, 23]"
Task4CP,"{'Task4CPL00': [398.0, 144.0, 1006.0, 180.0, 0], 'Task4CPL01': [458.0, 191.0, 1096.0, 227.0, 1], 'Task4CPC02': [1133.0, 191.0, 1801.0, 226.0, 1], 'Task4CPL03': [458.0, 238.0, 736.0, 274.0, 2], 'Task4CPC04': [1133.0, 238.0, 2161.0, 273.0, 2], 'Task4CPL05': [458.0, 285.0, 811.0, 321.0, 3], 'Task4CPL06': [518.0, 332.0, 766.0, 368.0, 4], 'Task4CPC07': [1133.0, 332.0, 2056.0, 367.0, 4], 'Task4CPL08': [458.0, 379.0, 481.0, 414.0, 5], 'Task4CPL09': [458.0, 427.0, 811.0, 463.0, 6], 'Task4CPL10': [518.0, 474.0, 1006.0, 510.0, 7], 'Task4CPC11': [1133.0, 474.0, 2011.0, 509.0, 7], 'Task4CPL12': [578.0, 521.0, 901.0, 557.0, 8], 'Task4CPC13': [1133.0, 521.0, 1621.0, 553.0, 8], 'Task4CPL14': [578.0, 568.0, 916.0, 604.0, 9], 'Task4CPC15': [1133.0, 568.0, 1756.0, 603.0, 9], 'Task4CPL16': [578.0, 615.0, 1201.0, 651.0, 10], 'Task4CPC17': [1313.0, 615.0, 1996.0, 650.0, 10], 'Task4CPL18': [638.0, 662.0, 841.0, 698.0, 11], 'Task4CPL19': [638.0, 709.0, 886.0, 745.0, 12], 'Task4CPL20': [578.0, 756.0, 601.0, 791.0, 13], 'Task4CPL21': [578.0, 804.0, 1291.0, 840.0, 14], 'Task4CPC22': [1313.0, 804.0, 1936.0, 839.0, 14], 'Task4CPL23': [518.0, 851.0, 541.0, 886.0, 15], 'Task4CPL24': [458.0, 898.0, 481.0, 933.0, 16], 'Task4CPL25': [458.0, 945.0, 721.0, 981.0, 17], 'Task4CPC26': [1133.0, 945.0, 1501.0, 980.0, 17], 'Task4CPL27': [398.0, 992.0, 421.0, 1027.0, 18], 'Task4CPL28': [398.0, 1086.0, 1006.0, 1122.0, 19], 'Task4CPL29': [458.0, 1133.0, 1066.0, 1169.0, 20], 'Task4CPL30': [458.0, 1180.0, 886.0, 1216.0, 21], 'Task4CPL31': [458.0, 1228.0, 871.0, 1264.0, 22], 'Task4CPL32': [398.0, 1275.0, 421.0, 1310.0, 23]}","[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 25, 26, 28, 29, 30, 31, 32]","[0, 2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 13, 12, 15, 14, 17, 16, 18, 19, 22, 21, 26, 25, 28, 29, 30, 31, 32]","[0, 1, 3, 5, 6, 9, 10, 12, 14, 16, 18, 19, 21, 25, 28, 29, 30, 31, 32]","[28, 29, 30, 0, 1, 2, 3, 4, 5, 6, 7, 5, 6, 7, 5, 6, 7, 5, 6, 7, 5, 6, 7, 5, 6, 7, 5, 6, 7, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 22, 9, 10, 11, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 22, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 16, 17, 18, 19, 16, 17, 18, 19, 16, 17, 18, 19, 16, 17, 21, 22, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 25, 26, 30, 31, 32]","[28, 29, 30, 0, 2, 1, 4, 3, 5, 7, 6, 5, 7, 6, 5, 7, 6, 5, 7, 6, 5, 7, 6, 5, 7, 6, 5, 7, 6, 5, 9, 11, 10, 13, 12, 15, 14, 17, 16, 22, 21, 9, 11, 10, 9, 11, 10, 13, 12, 15, 14, 17, 16, 22, 21, 9, 11, 10, 13, 12, 15, 14, 17, 16, 18, 19, 17, 16, 18, 19, 17, 16, 18, 19, 17, 16, 18, 19, 17, 16, 22, 21, 9, 11, 10, 9, 11, 10, 9, 11, 10, 9, 26, 25, 30, 31, 32]","[28, 29, 30, 0, 1, 3, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 9, 10, 12, 14, 16, 21, 9, 10, 9, 10, 12, 14, 16, 21, 9, 10, 12, 14, 16, 18, 19, 16, 18, 19, 16, 18, 19, 16, 18, 19, 16, 21, 9, 10, 9, 10, 9, 10, 9, 25, 30, 31, 32]","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 17, 19, 20, 21, 22, 23]","[19, 20, 21, 0, 1, 2, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 6, 7, 8, 9, 10, 14, 6, 7, 6, 7, 8, 9, 10, 14, 6, 7, 8, 9, 10, 11, 12, 10, 11, 12, 10, 11, 12, 10, 11, 12, 10, 14, 6, 7, 6, 7, 6, 7, 6, 17, 21, 22, 23]"
Task5CM,"{'Task5CML00': [796.0, 185.0, 1659.0, 225.0, 0], 'Task5CML01': [856.0, 235.0, 1224.0, 275.0, 1], 'Task5CML02': [856.0, 284.0, 1224.0, 324.0, 2], 'Task5CML03': [856.0, 334.0, 1389.0, 374.0, 3], 'Task5CML04': [856.0, 384.0, 1314.0, 424.0, 4], 'Task5CML05': [916.0, 433.0, 1374.0, 473.0, 5], 'Task5CML06': [976.0, 483.0, 1749.0, 523.0, 6], 'Task5CML07': [1036.0, 533.0, 1524.0, 573.0, 7], 'Task5CML08': [976.0, 582.0, 1104.0, 621.0, 8], 'Task5CML09': [1036.0, 632.0, 1764.0, 672.0, 9], 'Task5CML10': [976.0, 681.0, 999.0, 720.0, 10], 'Task5CML11': [916.0, 731.0, 939.0, 770.0, 11], 'Task5CML12': [856.0, 781.0, 879.0, 820.0, 12], 'Task5CML13': [856.0, 830.0, 1104.0, 870.0, 13], 'Task5CML14': [796.0, 880.0, 819.0, 919.0, 14], 'Task5CML15': [796.0, 979.0, 1404.0, 1019.0, 15], 'Task5CML16': [856.0, 1029.0, 1224.0, 1069.0, 16], 'Task5CML17': [856.0, 1078.0, 1194.0, 1118.0, 17], 'Task5CML18': [856.0, 1128.0, 1419.0, 1168.0, 18], 'Task5CML19': [856.0, 1177.0, 1269.0, 1217.0, 19], 'Task5CML20': [796.0, 1227.0, 819.0, 1266.0, 20]}",[],[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 15, 16, 17, 18, 19, 20]",[],[],"[15, 16, 17, 18, 0, 1, 2, 3, 4, 5, 6, 7, 5, 6, 9, 5, 6, 9, 5, 4, 5, 6, 9, 5, 6, 9, 5, 6, 9, 5, 4, 5, 6, 9, 5, 6, 7, 5, 6, 9, 5, 4, 5, 6, 9, 5, 6, 9, 5, 6, 9, 5, 4, 5, 6, 9, 5, 6, 9, 5, 6, 7, 5, 4, 13, 18, 19, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 0, 1, 2, 3, 4, 5, 6, 7, 5, 6, 9, 5, 6, 9, 5, 4, 5, 6, 9, 5, 6, 9, 5, 6, 9, 5, 4, 5, 6, 9, 5, 6, 7, 5, 6, 9, 5, 4, 5, 6, 9, 5, 6, 9, 5, 6, 9, 5, 4, 5, 6, 9, 5, 6, 9, 5, 6, 7, 5, 4, 13, 18, 19, 20]"
