Participant,Task,Type,Story_CodeFirst_Naive,Exec_CodeFirst_Naive,Story_CodeFirst_Dynamic,Story_CodeFirst_Dynamic_Reps,Exec_CodeFirst_Dynamic,Exec_CodeFirst_Dynamic_Reps,Story_CommentFirst_Naive,Exec_CommentFirst_Naive,Story_CommentFirst_Dynamic,Story_CommentFirst_Dynamic_Reps,Exec_CommentFirst_Dynamic,Exec_CommentFirst_Dynamic_Reps,Story_CodeOnly_Naive,Exec_CodeOnly_Naive,Story_CodeOnly_Dynamic,Story_CodeOnly_Dynamic_Reps,Exec_CodeOnly_Dynamic,Exec_CodeOnly_Dynamic_Reps,Story_Global_Naive,Exec_Global_Naive,Story_Global_Dynamic,Story_Global_Dynamic_Reps,Exec_Global_Dynamic,Exec_Global_Dynamic_Reps,ReadingOrder_AOI,ReadingOrder_Line
615db7bf,Task3CM,CM,0,0,0,0,0,0,0,0,0,0,0,0,-128,-41,-31,9,68,5,-128,-41,-31,9,68,5,"[9, 0, 12, 14, 2, 0, 1, 0, 1, 0, 1, 0, 2, 3, 2, 4, 12, 5, 4, 3, 4, 7, 5, 7, 6, 9, 10, 4, 3, 5, 4, 6, 5, 4, 7, 4, 7, 9, 12, 7, 10, 17, 8, 10, 5, 7, 3, 5, 7, 3, 5, 3, 6, 3, 4, 3, 6, 4, 13, 7, 6, 7, 14, 9, 7, 6, 12, 7, 6, 3, 12, 7, 4, 5, 6, 5, 4, 3, 0, 3, 2, 7, 6, 7, 4, 3, 4, 3, 4, 6, 5, 7, 6, 7, 6, 5, 9, 7, 6, 7, 6, 7, 6, 3, 12, 5, 3, 4, 6, 4, 7, 6, 3, 4, 5, 7, 5, 3, 16, 6, 5, 7, 9, 5, 14, 6, 9, 10, 6, 7, 1, 3, 6, 12, 17, 9, 7, 6, 7, 4, 6, 3, 8, 4, 8, 7, 3, 14, 3, 7, 4, 3, 4, 3, 5, 12, 4, 3, 4, 9, 7, 6, 7, 6, 7, 9, 7, 9, 7, 6, 7, 10, 6, 5, 16, 9, 14]","[9, 0, 12, 14, 2, 0, 1, 0, 1, 0, 1, 0, 2, 3, 2, 4, 12, 5, 4, 3, 4, 7, 5, 7, 6, 9, 10, 4, 3, 5, 4, 6, 5, 4, 7, 4, 7, 9, 12, 7, 10, 17, 8, 10, 5, 7, 3, 5, 7, 3, 5, 3, 6, 3, 4, 3, 6, 4, 13, 7, 6, 7, 14, 9, 7, 6, 12, 7, 6, 3, 12, 7, 4, 5, 6, 5, 4, 3, 0, 3, 2, 7, 6, 7, 4, 3, 4, 3, 4, 6, 5, 7, 6, 7, 6, 5, 9, 7, 6, 7, 6, 7, 6, 3, 12, 5, 3, 4, 6, 4, 7, 6, 3, 4, 5, 7, 5, 3, 16, 6, 5, 7, 9, 5, 14, 6, 9, 10, 6, 7, 1, 3, 6, 12, 17, 9, 7, 6, 7, 4, 6, 3, 8, 4, 8, 7, 3, 14, 3, 7, 4, 3, 4, 3, 5, 12, 4, 3, 4, 9, 7, 6, 7, 6, 7, 9, 7, 9, 7, 6, 7, 10, 6, 5, 16, 9, 14]"
